Sr. No.,Symbol,Company Name,"Market capitalization 
1507,TIRUPATI,Shree Tirupati Balajee FIBC Limited,4184
1508,ENERGYDEV,Energy Development Company Limited,4180
1509,DGCONTENT,Digicontent Limited,4131
1510,CNOVAPETRO,CIL Nova Petrochemicals Limited,4119
1511,AARVEEDEN,Aarvee Denims & Exports Limited,4105
1512,PATINTLOG,Patel Integrated Logistics Limited,4101
1513,KANANIIND,Kanani Industries Limited,4056
1514,BAGFILMS,B.A.G Films and Media Limited,4054
1515,AIROLAM,Airo Lam limited,4051
1516,SANWARIA,Sanwaria Consumer Limited,4049
1517,NECCLTD,North Eastern Carrying Corporation Limited,3991
1518,ANIKINDS,Anik Industries Limited,3969
1519,ARTNIRMAN,Art Nirman Limited,3896
1520,BVCL,Barak Valley Cements Limited,3878
1521,SHAIVAL,Shaival Reality Limited,3825
1522,VARDMNPOLY,Vardhman Polytex Limited,3823
1523,SAMBHAAV,Sambhaav Media Limited,3822
1524,IL&FSENGG,IL&FS Engineering and Construction Company Limited,3803
1525,ZENITHEXPO,Zenith Exports Limited,3777
1526,KEYFINSERV,Keynote Financial Services Limited,3772
1527,MDL,Marvel Decor Limited,3749
1528,KHFM,Khfm Hospitality And Facility Management Services Limited,3729
1529,SERVOTECH,Servotech Power Systems Limited,3699
1530,GLOBAL,Global Education Limited,3695
1531,MADHUCON,Madhucon Projects Limited,3690
1532,SHIVAMILLS,Shiva Mills Limited,3686
1533,BANG,Bang Overseas Limited,3661
1534,AAATECH,Aaa Technologies Limited,3634
1535,SOMICONVEY,Somi Conveyor Beltings Limited,3622
1536,SPMLINFRA,SPML Infra Limited,3610
1537,MANUGRAPH,Manugraph India Limited,3589
1538,KRIDHANINF,Kridhan Infra Limited,3554
1539,TREJHARA,TREJHARA SOLUTIONS LIMITED,3509
1540,VAISHALI,Vaishali Pharma Limited,3438
1541,DELTAMAGNT,Delta Manufacturing Limited,3418
1542,CINEVISTA,Cinevista Limited,3417
1543,ARCHIES,Archies Limited,3412
1544,ASCOM,Ascom Leasing & Investments Limited,3409
1545,CENTEXT,Century Extrusions Limited,3400
1546,LGHL,Laxmi Goldorna House Limited,3392
1547,BSL,BSL Limited,3376
1548,INDOWIND,Indowind Energy Limited,3365
1549,BLBLIMITED,BLB Limited,3357
1550,AMDIND,AMD Industries Limited,3354
1551,SANGINITA,Sanginita Chemicals Limited,3324
1552,MKPL,M K Proteins Limited,3316
1553,AISL,ANI Integrated Services Limited,3308
1554,BANARBEADS,Banaras Beads Limited,3298
1555,BHANDARI,Bhandari Hosiery Exports Limited,3297
1556,ONEPOINT,One Point One Solutions Limited,3260
1557,VINNY,Vinny Overseas Limited,3218
1558,BCONCEPTS,Brand Concepts Limited,3191
1559,ANSALHSG,Ansal Housing Limited,3088
1560,TREEHOUSE,Tree House Education & Accessories Limited,3068
1561,AJOONI,Ajooni Biotech Limited,3042
1562,GAL,Gyscoal Alloys Limited,3007
1563,DBSTOCKBRO,DB (International) Stock Brokers Limited,2993
1564,VASWANI,Vaswani Industries Limited,2985
1565,LATTEYS,Latteys Industries Limited,2974
1566,EDUCOMP,Educomp Solutions Limited,2939
1567,SIMBHALS,Simbhaoli Sugars Limited,2931
1568,SUMIT,Sumit Woods Limited,2921
1569,UNITEDPOLY,United Polyfab Gujarat Limited,2902
1570,TIRUPATIFL,Tirupati Forge Limited,2901
1571,GIRIRAJ,Giriraj Civil Developers Limited,2878
1572,SANGHVIFOR,Sanghvi Forging and Engineering Limited,2867
1573,DCI,DC Infotech and Communication Limited,2856
1574,SIKKO,Sikko Industries Limited,2828
1575,PIGL,Power & Instrumentation (Gujarat) Limited,2818
1576,AURDIS,Aurangabad Distillery Limited,2792
1577,BEARDSELL,Beardsell Limited,2754
1578,TMRVL,The Mandhana Retail Ventures Limited,2683
1579,CELEBRITY,Celebrity Fashions Limited,2675
1580,VCL,Vaxtex Cotfab Limited,2647
1581,SALSTEEL,S.A.L. Steel Limited,2634
1582,UCL,Ushanti Colour Chem Limited,2621
1583,LPDC,Landmark Property Development Company Limited,2616
1584,SHANTI,Shanti Overseas (India) Limited,2610
1585,LAGNAM,Lagnam Spintex Limited,2597
1586,KGL,Karuturi Global Limited,2549
1587,NANDANI,Nandani Creation Limited,2534
1588,LFIC,Lakshmi Finance & Industrial Corporation Limited,2523
1589,ORTINLAB,Ortin Laboratories Limited,2521
1590,GUJRAFFIA,Gujarat Raffia Industries Limited,2505
1591,HINDCON,Hindcon Chemicals Limited,2493
1592,OILCOUNTUB,Oil Country Tubular Limited,2480
1593,LEXUS,Lexus Granito (India) Limited,2476
1594,PRITI,Priti International Limited,2469
1595,RELIABLE,Reliable Data Services Limited,2451
1596,KEERTI,Keerti Knowledge and Skills Limited,2450
1597,FOCUS,Focus Lighting and Fixtures Limited,2433
1598,CUBEXTUB,Cubex Tubings Limited,2427
1599,MERCATOR,Mercator Limited,2420
1600,HECPROJECT,HEC Infra Projects Limited,2398
1601,OMKARCHEM,Omkar Speciality Chemicals Limited,2397
1602,BRIGHT,Bright Solar Limited,2377
1603,AGROPHOS,Agro Phos India Limited,2372
1604,PEARLPOLY,Pearl Polymers Limited,2365
1605,GOLDSTAR,Goldstar Power Limited,2359
1606,NEXTMEDIA,Next Mediaworks Limited,2341
1607,AMBANIORG,Ambani Organics Limited,2336
1608,FELIX,Felix Industries Limited,2330
1609,HUSYSLTD,Husys Consulting Limited,2252
1610,SUPERSPIN,Super Spinning Mills Limited,2228
1611,EXCEL,Excel Realty N Infra Limited,2210
1612,SGL,STL Global Limited,2200
1613,METALFORGE,Metalyst Forgings Limited,2178
1614,DHARSUGAR,Dharani Sugars & Chemicals Limited,2158
1615,MANGTIMBER,Mangalam Timber Products Limited,2144
1616,BALKRISHNA,Balkrishna Paper Mills Limited,2126
1617,TIMESGTY,Times Guaranty Limited,2122
1618,KSHITIJPOL,Kshitij Polyline Limited,2119
1619,UNIINFO,Uniinfo Telecom Services Limited,2091
1620,PROLIFE,Prolife Industries Limited,2072
1621,ZODIAC,Zodiac Energy Limited,2063
1622,VIVIDHA,Visagar Polytex Limited,2049
1623,ROHITFERRO,Rohit Ferro-Tech Limited,2048
1624,JITFINFRA,JITF Infralogistics Limited,2043
1625,DIAPOWER,Diamond Power Infra Ltd,2023
1626,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited,2014
1627,MMNL,MIG Media Neurons Limited,2000
1628,MUKANDENGG,Mukand Engineers Limited,1993
1629,RMCL,Radha Madhav Corporation Limited,1986
1630,WILLAMAGOR,Williamson Magor & Company Limited,1978
1631,COX&KINGS,Cox & Kings Limited,1942
1632,MILTON,Milton Industries Limited,1937
1633,NAGREEKEXP,Nagreeka Exports Limited,1912
1634,SILLYMONKS,Silly Monks Entertainment Limited,1910
1635,SOMATEX,Soma Textiles & Industries Limited,1883
1636,TIJARIA,Tijaria Polypipes Limited,1875
1637,SEZAL,Sezal Glass Limited,1845
1638,MAGNUM,Magnum Ventures Limited,1842
1639,AGRITECH,Agri-Tech (India) Limited,1832
1640,JETFREIGHT,Jet Freight Logistics Limited,1815
1641,SIGMA,Sigma Solve Limited,1809
1642,BURNPUR,Burnpur Cement Limited,1809
1643,AVSL,AVSL Industries Limited,1791
1644,RKDL,Ravi Kumar Distilleries Limited,1776
1645,LAXMICOT,Laxmi Cotspin Limited,1775
1646,MARSHALL,Marshall Machines Limited,1768
1647,ORIENTALTL,Oriental Trimex Limited,1754
1648,KHANDSE,Khandwala Securities Limited,1725
1649,SOLEX,Solex Energy Limited,1724
1650,WSI,W S Industries (I) Limited,1720
1651,ATALREAL,Atal Realtech Limited,1707
1652,SHAHALLOYS,Shah Alloys Limited,1693
1653,KKVAPOW,KKV Agro Powers Limited,1683
1654,ASLIND,ASL Industries Limited,1667
1655,GOLDTECH,Goldstone Technologies Limited,1625
1656,NATNLSTEEL,National Steel And Agro Industries Limited,1624
1657,GICL,Globe International Carriers Limited,1623
1658,VSCL,Vadivarhe Speciality Chemicals Limited,1611
1659,NITINFIRE,Nitin Fire Protection Industries Limited,1608
1660,VERA,Vera Synthetic Limited,1594
1661,ADROITINFO,Adroit Infotech Limited,1589
1662,UWCSL,Ultra Wiring Connectivity System Limited,1587
1663,KARMAENG,Karma Energy Limited,1585
1664,SEPOWER,S.E. Power Limited,1584
1665,SURANI,Surani Steel Tubes Limited,1582
1666,ADL,Archidply Decor Limited,1564
1667,COUNCODOS,Country Condo's Limited,1552
1668,SRIRAM,Shri Ram Switchgears Limited,1552
1669,3PLAND,3P Land Holdings Limited,1548
1670,INNOVATIVE,Innovative Tyres and Tubes Limited,1529
1671,INFOMEDIA,Infomedia Press Limited,1506
1672,ARIHANT,Arihant Foundations & Housing Limited,1479
1673,PATSPINLTD,Patspin India Limited,1469
1674,21STCENMGM,21st Century Management Services Limited,1465
1675,MIC,MIC Electronics Limited,1432
1676,CADSYS,Cadsys (India) Limited,1425
1677,ANKITMETAL,Ankit Metal & Power Limited,1411
1678,PRAKASHSTL,Prakash Steelage Limited,1400
1679,RMDRIP,R M Drip and Sprinklers Systems Limited,1395
1680,WEWIN,WE WIN LIMITED,1382
1681,SPYL,Shekhawati Poly-Yarn Limited,1379
1682,NARMADA,Narmada Agrobase Limited,1375
1683,NKIND,NK Industries Limited,1370
1684,MOHITIND,Mohit Industries Limited,1324
1685,GAYAHWS,Gayatri Highways Limited,1318
1686,SSINFRA,S.S. Infrastructure Development Consultants Limited,1318
1687,CALSOFT,California Software Company Limited,1306
1688,LYPSAGEMS,Lypsa Gems & Jewellery Limited,1297
1689,ZODJRDMKJ,Zodiac JRD- MKJ Limited,1281
1690,S&SPOWER,S&S Power Switchgears Limited,1252
1691,TGBHOTELS,TGB Banquets And Hotels Limited,1245
1692,AVROIND,AVRO INDIA LIMITED,1245
1693,CYBERMEDIA,Cyber Media (India) Limited,1190
1694,HBSL,HB Stockholdings Limited,1185
1695,EASTSILK,Eastern Silk Industries Limited,1184
1696,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,1179
1697,MITTAL,Mittal Life Style Limited,1175
1698,INDLMETER,IMP Powers Limited,1162
1699,PARTYCRUS,Party Cruisers Limited,1156
1700,HILTON,Hilton Metal Forging Limited,1151
1701,CASTEXTECH,Castex Technologies Limited,1134
1702,EMCO,Emco Limited,1087
1703,AHIMSA,Ahimsa Industries Limited,1084
1704,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,1075
1705,CANDC,C & C Constructions Limited,1069
1706,BTML,Bodhi Tree Multimedia Limited,1066
1707,TNTELE,Tamilnadu Telecommunication Limited,1053
1708,PERFECT,Perfect Infraengineers Limited,1047
1709,MOHOTAIND,Mohota Industries Limited,1037
1710,UNITY,Unity Infraprojects Limited,1027
1711,SETUINFRA,Setubandhan Infrastructure Limited,1005
1712,MASKINVEST,Mask Investments Limited,995
1713,ACEINTEG,Ace Integrated Solutions Limited,983
1714,SECL,Salasar Exteriors and Contour Limited,976
1715,ZENITHSTL,Zenith Steel Pipes & Industries Limited,925
1716,SYNCOM,Syncom Healthcare Limited,920
1717,CROWN,Crown Lifters Limited,914
1718,DALALSTCOM,DSJ Communications Limited,909
1719,UMESLTD,Usha Martin Education & Solutions Limited,898
1720,ABINFRA,A B Infrabuild Limited,881
1721,IMPEXFERRO,Impex Ferro Tech Limited,879
1722,TVVISION,TV Vision Limited,874
1723,VICEROY,Viceroy Hotels Limited,869
1724,PAEL,PAE Limited,865
1725,ABNINT,A B N Intercorp Limited,839
1726,EASUNREYRL,Easun Reyrolle Limited,831
1727,BSELINFRA,BSEL Infrastructure Realty Limited,826
1728,DNAMEDIA,Diligent Media Corporation Limited,824
1729,SKSTEXTILE,SKS Textiles Limited,823
1730,BARTRONICS,Bartronics India Limited,817
1731,SANCO,Sanco Industries Limited,795
1732,ONELIFECAP,Onelife Capital Advisors Limited,795
1733,PREMIER,Premier Limited,790
1734,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,782
1735,CMMIPL,CMM Infraprojects Limited,776
1736,JETKNIT,Jet Knitwears Limited,776
1737,MPTODAY,Madhya Pradesh Today Media Limited,756
1738,EUROTEXIND,Eurotex Industries and Exports Limited,717
1739,MINDPOOL,Mindpool Technologies Limited,708
1740,THIRUSUGAR,Thiru Arooran Sugars Limited,702
1741,RAJRAYON,Raj Rayon Industries Limited,693
1742,ALPSINDUS,Alps Industries Limited,684
1743,NORBTEAEXP,Norben Tea & Exports Limited,682
1744,GLFL,Gujarat Lease Financing Limited,678
1745,SPENTEX,Spentex Industries Limited,673
1746,NIRAJISPAT,Niraj Ispat Industries Limited,672
1747,DSML,Debock Sales And Marketing Limited,662
1748,SECURCRED,SecUR Credentials Limited,645
1749,AMJUMBO,A and M Jumbo Bags Limited,638
1750,SUBCAPCITY,International Constructions Limited,634
1751,ACCORD,Accord Synergy Limited,625
1752,OMFURN,Omfurn India Limited,623
1753,GTNTEX,GTN Textiles Limited,617
1754,GFSTEELS,Grand Foundry Limited,609
1755,CONTI,Continental Seeds and Chemicals Limited,600
1756,TCIFINANCE,TCI Finance Limited,599
1757,KALYANI,Kalyani Commercials Limited,597
1758,TFL,Transwarranty Finance Limited,587
1759,CREATIVEYE,Creative Eye Limited,582
1760,VIJIFIN,Viji Finance Limited,578
1761,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,571
1762,BKMINDST,Bkm Industries Limited,557
1763,JALAN,Jalan Transolutions (India) Limited,538
1764,PULZ,Pulz Electronics Limited,532
1765,DRL,Dhanuka Realty Limited,528
1766,TANTIACONS,Tantia Constructions Limited,489
1767,TRANSWIND,Transwind Infrastructures Limited,482
1768,SONISOYA,Soni Soya Products Limited,479
1769,BHALCHANDR,Bhalchandram Clothing Limited,476
1770,GRETEX,Gretex Industries Limited,455
1771,TECHIN,Techindia Nirman Limited,451
1772,RADAAN,Radaan Mediaworks India Limited,433
1773,SMVD,SMVD Poly Pack Limited,420
1774,LAKPRE,Lakshmi Precision Screws Limited,399
1775,EUROCERA,Euro Ceramics Limited,388
1776,NTL,Neueon Towers Limited,368
1777,RAMSARUP,Ramsarup Industries Limited,351
1778,MANAV,Manav Infra Projects Limited,349
1779,ARENTERP,Rajdarshan Industries Limited,343
1780,POWERFUL,Powerful Technologies Limited,336
1781,VASA,Vasa Retail and Overseas Ltd,327
1782,JIKIND,JIK Industries Limited,308
1783,THOMASCOTT,Thomas Scott (India) Limited,276
1784,MELSTAR,Melstar Information Technologies Limited,271
1785,ORTEL,Ortel Communications Limited,264
1786,BOHRA,Bohra Industries Limited,251
1787,GBGLOBAL,GB Global Limited,242
1788,DCMFINSERV,DCM Financial Services Limited,235
1789,GISOLUTION,GI Engineering Solutions Limited,224
1790,JAINSTUDIO,Jain Studios Limited,182
1791,HOTELRUGBY,Hotel Rugby Limited,150
1792,SABEVENTS,Sab Events & Governance Now Media Limited,136
1793,BLUECHIP,Blue Chip India Limited,83
1794,ABHISHEK,Abhishek Corporation Limited,"* Not Traded as on March 31, 2020"
1795,AIFL,Ashapura Intimates Fashion Limited,"* Not Traded as on March 31, 2020"
1796,ALCHEM,Alchemist Limited,"* Not Traded as on March 31, 2020"
1797,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,"* Not Traded as on March 31, 2020"
1798,AMTEKAUTO,Amtek Auto Limited,"* Not Traded as on March 31, 2020"
1799,ANTGRAPHIC,Antarctica Limited,"* Not Traded as on March 31, 2020"
1800,ARCOTECH,Arcotech Limited,"* Not Traded as on March 31, 2020"
1801,ASIL,Amit Spinning Industries Limited,"* Not Traded as on March 31, 2020"
1802,ATCOM,Atcom Technologies Limited,"* Not Traded as on March 31, 2020"
1803,ATLASCYCLE,Atlas Cycles (Haryana) Limited,"* Not Traded as on March 31, 2020"
1804,ATNINTER,ATN International Limited,"* Not Traded as on March 31, 2020"
1805,AUSTRAL,Austral Coke & Projects Limited,"* Not Traded as on March 31, 2020"
1806,AUTOLITIND,Autolite (India) Limited,"* Not Traded as on March 31, 2020"
1807,BGLOBAL,Bharatiya Global Infomedia Limited,"* Not Traded as on March 31, 2020"
1808,BHARATIDIL,Bharati Defence and Infrastructure Limited,"* Not Traded as on March 31, 2020"
1809,BILENERGY,Bil Energy Systems Limited,"* Not Traded as on March 31, 2020"
1810,BINANIIND,Binani Industries Limited,"* Not Traded as on March 31, 2020"
1811,BLUEBLENDS,Blue Blends (I) Limited,"* Not Traded as on March 31, 2020"
1812,BLUECOAST,Blue Coast Hotels Limited,"* Not Traded as on March 31, 2020"
1813,CCCL,Consolidated Construction Consortium Limited,"* Not Traded as on March 31, 2020"
1814,CELESTIAL,Celestial Biolabs Limited,"* Not Traded as on March 31, 2020"
1815,CHROMATIC,Chromatic India Limited,"* Not Traded as on March 31, 2020"
1816,CKFSL,Cox & Kings Financial Service Limited,"* Not Traded as on March 31, 2020"
1817,COFFEEDAY,Coffee Day Enterprises Limited,"* Not Traded as on March 31, 2020"
1818,CURATECH,Cura Technologies Limited,"* Not Traded as on March 31, 2020"
1819,DIGJAMLTD,Digjam Limited,"* Not Traded as on March 31, 2020"
1820,DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,"* Not Traded as on March 31, 2020"
1821,DQE,DQ Entertainment (International) Limited,"* Not Traded as on March 31, 2020"
1822,DSKULKARNI,DS Kulkarni Developers Limited,"* Not Traded as on March 31, 2020"
1823,EASTSUGIND,Eastern Sug & Inds Limited,"* Not Traded as on March 31, 2020"
1824,EON,Eon Electric Limited,"* Not Traded as on March 31, 2020"
1825,ESSDEE,Ess Dee Aluminium Limited,"* Not Traded as on March 31, 2020"
1826,EUROMULTI,Euro Multivision Limited,"* Not Traded as on March 31, 2020"
1827,FEDDERELEC,Fedders Electric and Engineering Limited,"* Not Traded as on March 31, 2020"
1828,GAMMONIND,Gammon India Limited,"* Not Traded as on March 31, 2020"
1829,GANGOTRI,Gangotri Textiles Limited,"* Not Traded as on March 31, 2020"
1830,GITANJALI,Gitanjali Gems Limited,"* Not Traded as on March 31, 2020"
1831,GUJNRECOKE,Gujarat NRE Coke Limited,"* Not Traded as on March 31, 2020"
1832,GVKPIL,GVK Power & Infrastructure Limited,"* Not Traded as on March 31, 2020"
1833,HIGHGROUND,High Ground Enterprise Limited,"* Not Traded as on March 31, 2020"
1834,HINDSYNTEX,Hind Syntex Limited,"* Not Traded as on March 31, 2020"
1835,ICDSLTD,ICDS Limited,"* Not Traded as on March 31, 2020"
1836,ICSA,ICSA (India) Limited,"* Not Traded as on March 31, 2020"
1837,INDSWFTLTD,Ind-Swift Limited,"* Not Traded as on March 31, 2020"
1838,INTEGRA,Integra Garments and Textiles Limited,"* Not Traded as on March 31, 2020"
1839,IVRCLINFRA,IVRCL Limited,"* Not Traded as on March 31, 2020"
1840,JAIHINDPRO,Jaihind Projects Limited,"* Not Traded as on March 31, 2020"
1841,JINDCOT,Jindal Cotex Limited,"* Not Traded as on March 31, 2020"
1842,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,"* Not Traded as on March 31, 2020"
1843,JVLAGRO,JVL Agro Industries Limited,"* Not Traded as on March 31, 2020"
1844,KAVVERITEL,Kavveri Telecom Products Limited,"* Not Traded as on March 31, 2020"
1845,KHAITANLTD,Khaitan (India) Limited,"* Not Traded as on March 31, 2020"
1846,KOHINOOR,Kohinoor Foods Limited,"* Not Traded as on March 31, 2020"
1847,KSERASERA,KSS Limited,"* Not Traded as on March 31, 2020"
1848,KSK,KSK Energy Ventures Limited,"* Not Traded as on March 31, 2020"
1849,KWALITY,kwality limited,"* Not Traded as on March 31, 2020"
1850,LAKSHMIEFL,Lakshmi Energy and Foods Limited,"* Not Traded as on March 31, 2020"
1851,LEEL,LEEL Electricals Limited,"* Not Traded as on March 31, 2020"
1852,MAFATLAFIN,Mafatlal Finance Limited,"* Not Traded as on March 31, 2020"
1853,MANPASAND,Manpasand Beverages Limited,"* Not Traded as on March 31, 2020"
1854,METKORE,Metkore Alloys & Industries Limited,"* Not Traded as on March 31, 2020"
1855,MODTHREAD,Modern Thread Limited,"* Not Traded as on March 31, 2020"
1856,MVL,MVL Limited,"* Not Traded as on March 31, 2020"
1857,NAKODA,Nakoda Limited,"* Not Traded as on March 31, 2020"
1858,NOESISIND,Noesis Industries Limited,"* Not Traded as on March 31, 2020"
1859,NUTEK,Nu Tek India Limited,"* Not Traded as on March 31, 2020"
1860,OISL,OCL Iron and Steel Limited,"* Not Traded as on March 31, 2020"
1861,PARABDRUGS,Parabolic Drugs Limited,"* Not Traded as on March 31, 2020"
1862,PARASPETRO,Paras Petrofils Limited,"* Not Traded as on March 31, 2020"
1863,PBAINFRA,PBA Infrastructure Limited,"* Not Traded as on March 31, 2020"
1864,PDPL,Parenteral Drugs (India) Limited,"* Not Traded as on March 31, 2020"
1865,PETRONENGG,Petron Engineering Construction Limited,"* Not Traded as on March 31, 2020"
1866,PINCON,Pincon Spirit Limited,"* Not Traded as on March 31, 2020"
1867,PRADIP,Pradip Overseas Limited,"* Not Traded as on March 31, 2020"
1868,PRATIBHA,Pratibha Industries Limited,"* Not Traded as on March 31, 2020"
1869,PROSEED,Proseed India Limited,"* Not Traded as on March 31, 2020"
1870,PRUDMOULI,Prudential Sugar Corporation Limited,"* Not Traded as on March 31, 2020"
1871,PSL,PSL Limited,"* Not Traded as on March 31, 2020"
1872,PVP,PVP Ventures Limited,"* Not Traded as on March 31, 2020"
1873,QUINTEGRA,Quintegra Solutions Limited,"* Not Traded as on March 31, 2020"
1874,RAINBOWPAP,Rainbow Papers Limited,"* Not Traded as on March 31, 2020"
1875,RAJVIR,Rajvir Industries Limited,"* Not Traded as on March 31, 2020"
1876,REGENCERAM,Regency Ceramics Limited,"* Not Traded as on March 31, 2020"
1877,RMMIL,Resurgere Mines & Minerals Limited,"* Not Traded as on March 31, 2020"
1878,RUSHABEAR,Rushabh Precision Bearings Limited,"* Not Traded as on March 31, 2020"
1879,SABTN,Sri Adhikari Brothers Television Network Limited,"* Not Traded as on March 31, 2020"
1880,SATHAISPAT,Sathavahana Ispat Limited,"* Not Traded as on March 31, 2020"
1881,SBIHOMEFIN,SBI Home Finance Limited,"* Not Traded as on March 31, 2020"
1882,SELMCL,SEL Manufacturing Company Limited,"* Not Traded as on March 31, 2020"
1883,SHARONBIO,Sharon Bio-Medicine Limited,"* Not Traded as on March 31, 2020"
1884,SHIRPUR-G,Shirpur Gold Refinery Limited,"* Not Traded as on March 31, 2020"
1885,SHLAKSHMI,Shri Lakshmi Cotsyn Limited,"* Not Traded as on March 31, 2020"
1886,SHYAMTEL,Shyam Telecom Limited,"* Not Traded as on March 31, 2020"
1887,SIMPLEX,Simplex Projects Limited,"* Not Traded as on March 31, 2020"
1888,SITASHREE,Sita Shree Food Products Limited,"* Not Traded as on March 31, 2020"
1889,SMPL,Splendid Metal Products Limited,"* Not Traded as on March 31, 2020"
1890,SPCENET,Spacenet Enterprises India Limited,"* Not Traded as on March 31, 2020"
1891,SRSLTD,SRS Limited,"* Not Traded as on March 31, 2020"
1892,STAMPEDE,Stampede Capital Limited,"* Not Traded as on March 31, 2020"
1893,STERLINBIO,Sterling Biotech Limited,"* Not Traded as on March 31, 2020"
1894,STINDIA,STI India Limited,"* Not Traded as on March 31, 2020"
1895,SUJANAUNI,Sujana Universal Industries Limited,"* Not Traded as on March 31, 2020"
1896,SUPREMEINF,Supreme Infrastructure India Limited,"* Not Traded as on March 31, 2020"
1897,TALWALKARS,Talwalkars Better Value Fitness Limited,"* Not Traded as on March 31, 2020"
1898,TALWGYM,Talwalkars Healthclubs Limited,"* Not Traded as on March 31, 2020"
1899,TARAPUR,Tarapur Transformers Limited,"* Not Traded as on March 31, 2020"
1900,TECHNOFAB,Technofab Engineering Limited,"* Not Traded as on March 31, 2020"
1901,TECILCHEM,TECIL Chemicals and Hydro Power Limited,"* Not Traded as on March 31, 2020"
1902,TULSI,Tulsi Extrusions Limited,"* Not Traded as on March 31, 2020"
1903,UNIPLY,Uniply Industries Limited,"* Not Traded as on March 31, 2020"
1904,VALECHAENG,Valecha Engineering Limited,"* Not Traded as on March 31, 2020"
1905,VALUEIND,Value Industries Limited,"* Not Traded as on March 31, 2020"
1906,VIMALOIL,Vimal Oil & Foods Limited,"* Not Traded as on March 31, 2020"
1907,VISESHINFO,Visesh Infotecnics Limited,"* Not Traded as on March 31, 2020"
1908,VISUINTL,Visu International Limited,"* Not Traded as on March 31, 2020"
1909,WINSOME,Winsome Yarns Limited,"* Not Traded as on March 31, 2020"
1910,XLENERGY,XL Energy Limited,"* Not Traded as on March 31, 2020"
1911,ZICOM,Zicom Electronic Security Systems Limited,"* Not Traded as on March 31, 2020"
1912,SIIL,Supreme (India) Impex Limited,"* Not Traded as on March 31, 2020"
1913,OPAL,Opal Luxury Time Products Limited,"* Not Traded as on March 31, 2020"
1914,FIVECORE,Five Core Electronics Limited,"* Not Traded as on March 31, 2020"
1915,PUSHPREALM,Pushpanjali Realms and Infratech Limited,"* Not Traded as on March 31, 2020"
1916,CKPLEISURE,CKP Leisure Limited,"* Not Traded as on March 31, 2020"
1917,CKPPRODUCT,CKP Products Limited,"* Not Traded as on March 31, 2020"
1918,FOURTHDIM,Fourth Dimension Solutions Limited,"* Not Traded as on March 31, 2020"
1919,ARTEDZ,Artedz Fabs Limited,"* Not Traded as on March 31, 2020"
1920,BANSAL,Bansal Multiflex Limited,"* Not Traded as on March 31, 2020"
,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/GSM/non-compliance etc.",,,
